,-LRB-,-LRB-,O
,SPECIAL_TERM,NNP,O
,0.29,CD,O
,0.14,CD,O
,to,TO,O
,0.60,CD,O
,-RRB-,-RRB-,O
,-EOS-,eos,O
Sentence: 2392,there,EX,O
,was,VBD,O
,also,RB,O
,a,DT,O
,significant,JJ,O
,difference,NN,O
,in,IN,O
,the,DT,O
,proportion,NN,O
,of,IN,O
,parents,NNS,O
,who,WP,O
,said,VBD,O
,they,PRP,O
,would,MD,O
,consult,VB,O
,in,IN,O
,the,DT,O
,future,NN,O
,if,IN,O
,their,PRP$,O
,child,NN,O
,developed,VBD,O
,a,DT,O
,similar,JJ,O
,illness,NN,O
,-LRB-,-LRB-,O
,SPECIAL_TERM,NNP,O
,0.34,CD,O
,0.20,CD,O
,to,TO,O
,0.57,CD,O
,-RRB-,-RRB-,O
,-EOS-,eos,O
Sentence: 2393,satisfaction,NN,OTC
,reassurance,NN,OTC
,and,CC,O
,parental,JJ,OTC
,enablement,NN,OTC
,scores,NNS,OTC
,were,VBD,O
,not,RB,O
,significantly,RB,O
,different,JJ,O
,between,IN,O
,the,DT,O
,2,CD,O
,groups,NNS,O
,-EOS-,eos,O
Sentence: 2394,use,NN,O
,of,IN,O
,a,DT,O
,booklet,NN,O
,on,IN,O
,respiratory,JJ,O
,tract,NN,O
,infections,NNS,O
,in,IN,O
,children,NNS,O
,within,IN,O
,primary,JJ,O
,care,NN,O
,consultations,NNS,O
,led,VBD,O
,to,TO,O
,important,JJ,O
,reductions,NNS,O
,in,IN,O
,antibiotic,JJ,O
,prescribing,NN,O
,and,CC,O
,reduced,VBD,O
,intention,NN,O
,to,TO,O
,consult,VB,O
,without,IN,O
,reducing,VBG,O
,satisfaction,NN,O
,with,IN,O
,care,NN,O
,-EOS-,eos,O
Sentence: 2395,current,NNP,O
,Controlled,NNP,O
,Trials,NNP,O
,ISRCTN46104365,NNP,O
,-EOS-,eos,O
Sentence #,Word,POS,Tag
Sentence: 2396,effectiveness,NNS,O
,of,IN,O
,single,JJ,O
,dose,NN,O
,rifampicin,NN,O
,in,IN,O
,preventing,VBG,O
,leprosy,NNP,O
,in,IN,O
,close,JJ,O
,contacts,NNS,O
,of,IN,O
,patients,NNS,O
,with,IN,O
,newly,RB,O
,diagnosed,VBN,O
,leprosy,NNP,O
,cluster,NN,O
,randomised,VBN,O
,controlled,VBD,O
,trial,NN,O
,-EOS-,eos,O
Sentence: 2397,department,none,O
,of,none,O
,Public,none,O
,Health,none,O
,Erasmus,none,O
,MC,none,O
,University,none,O
,Medical,none,O
,Center,none,O
,Rotterdam,none,O
,PO,none,O
,Box,none,O
,2040,none,O
,3000,none,O
,CA,none,O
,Rotterdam,none,O
,Netherlands,none,O
,-EOS-,eos,O
Sentence: 2398,to,TO,O
,determine,VB,O
,the,DT,O
,effectiveness,NN,O
,of,IN,O
,chemoprophylaxis,NNS,O
,using,VBG,O
,a,DT,O
,single,JJ,O
,dose,NN,O
,of,IN,O
,rifampicin,NN,O
,to,TO,O
,prevent,VB,O
,leprosy,NNP,O
,in,IN,O
,close,JJ,O
,contacts,NNS,O
,-EOS-,eos,O
Sentence: 2399,single,JJ,O
,center,NN,O
,double,JJ,O
,blind,JJ,O
,cluster,IN,O
,randomised,JJ,O
,placebo,NN,O
,controlled,VBD,O
,trial,NN,O
,-EOS-,eos,O
Sentence: 2400,leprosy,RB,O
,control,VB,O
,program,NN,O
,in,IN,O
,2,CD,O
,districts,NNS,O
,of,IN,O
,northwest,NNP,O
,Bangladesh,NNP,O
,with,IN,O
,a,DT,O
,population,NN,O
,of,IN,O
,greater,JJR,O
,than,IN,O
,4,CD,O
,million,CD,O
,-EOS-,eos,O
Sentence: 2401,28092,CD,O
,close,JJ,O
,contacts,NNS,O
,of,IN,O
,1037,CD,O
,patients,NNS,O
,with,IN,O
,newly,RB,O
,diagnosed,JJ,O
,leprosy,NNP,O
,-EOS-,eos,O
Sentence: 2402,21711,CD,O
,contacts,NNS,O
,fulfilled,VBD,O
,the,DT,O
,study,NN,O
,requirements,NNS,O
,-EOS-,eos,O
Sentence: 2403,a,DT,O
,single,JJ,O
,dose,NN,O
,of,IN,O
,rifampicin,NN,O
,or,CC,O
,placebo,NN,O
,given,VBN,O
,to,TO,O
,close,VB,O
,contacts,NNS,O
,in,IN,O
,the,DT,O
,second,JJ,O
,month,NN,O
,of,IN,O
,starting,VBG,O
,the,DT,O
,index,NN,O
,patient,NN,O
,'s,POS,O
,treatment,NN,O
,with,IN,O
,follow-up,NN,O
,for,IN,O
,4,CD,O
,years,NNS,O
,-EOS-,eos,O
Sentence: 2404,development,NNP,O
,of,IN,O
,clinical,JJ,O
,leprosy,NNP,O
,-EOS-,eos,O
Sentence: 2405,18869,CD,O
,of,IN,O
,21711,CD,O
,contacts,NNS,O
,-LRB-,-LRB-,O
,86.9,CD,O
,-RRB-,-RRB-,O
,were,VBD,O
,followed-up,NN,O
,at,IN,O
,4,CD,O
,years,NNS,O
,-EOS-,eos,O
Sentence: 2406,91,CD,O
,of,IN,O
,9452,CD,O
,contacts,NNS,O
,in,IN,O
,the,DT,O
,placebo,NN,O
,group,NN,O
,and,CC,O
,59,CD,O
,of,IN,O
,9417,CD,O
,in,IN,O
,the,DT,O
,rifampicin,NN,O
,group,NN,O
,had,VBD,O
,developed,VBN,O
,leprosy,NNP,OTC
,-EOS-,eos,O
Sentence: 2407,the,DT,O
,overall,JJ,O
,reduction,NN,O
,in,IN,O
,incidence,NN,O
,of,IN,O
,leprosy,NNP,OTC
,using,VBG,O
,a,DT,O
,single,JJ,O
,dose,NN,O
,of,IN,O
,rifampicin,NN,O
,in,IN,O
,the,DT,O
,first,JJ,O
,2,CD,O
,years,NNS,O
,was,VBD,O
,57,CD,O
,-LRB-,-LRB-,O
,SPECIAL_TERM,NNP,O
,33,CD,O
,to,TO,O
,72,CD,O
,-RRB-,-RRB-,O
,-EOS-,eos,O
Sentence: 2408,the,DT,O
,groups,NNS,O
,did,VBD,O
,not,RB,O
,differ,VB,O
,between,IN,O
,2,CD,O
,and,CC,O
,4,CD,O
,years,NNS,O
,-EOS-,eos,O
Sentence: 2409,the,DT,O
,overall,JJ,O
,SPECIAL_TERM,NN,O
,-LRB-,-LRB-,O
,NNT,NNP,O
,-RRB-,-RRB-,O
,to,TO,O
,prevent,VB,O
,a,DT,O
,single,JJ,O
,case,NN,O
,of,IN,O
,leprosy,NNP,O
,among,IN,O
,contacts,NNS,O
,was,VBD,O
,297,CD,O
,-LRB-,-LRB-,O
,SPECIAL_TERM,NNP,O
,176,CD,O
,to,TO,O
,537,CD,O
,-RRB-,-RRB-,O
,-EOS-,eos,O
Sentence: 2410,differences,NNS,O
,were,VBD,O
,found,VBN,O
,between,IN,O
,subgroups,NNS,O
,at,IN,O
,2,CD,O
,years,NNS,O
,both,DT,O
,in,IN,O
,reduction,NN,O
,of,IN,O
,incidence,NN,O
,and,CC,O
,in,IN,O
,NNT,NNP,O
,-EOS-,eos,O
Sentence: 2411,a,DT,O
,single,JJ,O
,dose,NN,O
,of,IN,O
,rifampicin,NN,O
,given,VBN,O
,to,TO,O
,contacts,NNS,O
,of,IN,O
,patients,NNS,O
,with,IN,O
,newly,RB,O
,diagnosed,JJ,O
,leprosy,NNP,O
,is,VBZ,O
,effective,JJ,O
,at,IN,O
,preventing,VBG,O
,the,DT,O
,development,NN,O
,of,IN,O
,clinical,JJ,OTC
,leprosy,NNP,OTC
,at,IN,O
,2,CD,O
,years,NNS,O
,-EOS-,eos,O
Sentence: 2412,the,DT,O
,effect,NN,O
,was,VBD,O
,maintained,VBN,O
,but,CC,O
,no,DT,O
,difference,NN,O
,was,VBD,O
,seen,VBN,O
,between,IN,O
,the,DT,O
,placebo,NN,O
,and,CC,O
,rifampicin,NN,O
,groups,NNS,O
,beyond,IN,O
,2,CD,O
,years,NNS,O
,-EOS-,eos,O
Sentence: 2413,current,NNP,O
,Controlled,NNP,O
,Trials,NNP,O
,ISRCTN61223447,NNP,O
,-LRB-,-LRB-,O
,controlled-trials,NNP,O
,-EOS-,eos,O
Sentence #,Word,POS,Tag
Sentence: 2414,rivaroxaban,NNP,O
,versus,CC,O
,warfarin,NNP,O
,in,IN,O
,nonvalvular,NN,O
,atrial,VBP,O
,fibrillation,NN,O
,-EOS-,eos,O
Sentence: 2415,duke,none,O
,Clinical,none,O
,Research,none,O
,Institute,none,O
,Duke,none,O
,University,none,O
,Medical,none,O
,Center,none,O
,Durham,none,O
,NC,none,O
,27705,none,O
,USA,none,O
,-EOS-,eos,O
Sentence: 2416,the,DT,O
,use,NN,O
,of,IN,O
,warfarin,NN,O
,reduces,VBZ,O
,the,DT,OTC
,rate,NN,OTC
,of,IN,OTC
,ischemic,JJ,OTC
,stroke,NN,OTC
,in,IN,O
,patients,NNS,O
,with,IN,O
,atrial,JJ,O
,fibrillation,NN,O
,but,CC,O
,requires,VBZ,O
,frequent,JJ,O
,monitoring,NN,O
,and,CC,O
,dose,NN,O
,adjustment,NN,O
,-EOS-,eos,O
Sentence: 2417,rivaroxaban,NNP,O
,an,DT,O
,oral,JJ,O
,factor,NN,O
,Xa,NN,O
,inhibitor,NN,O
,may,MD,O
,provide,VB,O
,more,RBR,O
,consistent,JJ,O
,and,CC,O
,predictable,JJ,O
,anticoagulation,NN,O
,than,IN,O
,warfarin,NN,O
,-EOS-,eos,O
Sentence: 2418,in,IN,O
,a,DT,O
,double-blind,JJ,O
,trial,NN,O
,we,PRP,O
,randomly,RB,O
,assigned,VBN,O
,14264,CD,O
,patients,NNS,O
,with,IN,O
,nonvalvular,NN,O
,atrial,JJ,O
,fibrillation,NN,O
,who,WP,O
,were,VBD,O
,at,IN,O
,increased,VBN,O
,risk,NN,O
,for,IN,O
,stroke,NN,O
,to,TO,O
,receive,VB,O
,either,DT,O
,rivaroxaban,NN,O
,-LRB-,-LRB-,O
,at,IN,O
,a,DT,O
,daily,JJ,O
,dose,NN,O
,of,IN,O
,20,CD,O
,mg,NN,O
,-RRB-,-RRB-,O
,or,CC,O
,dose-adjusted,JJ,O
,warfarin,NN,O
,-EOS-,eos,O
Sentence: 2419,the,DT,O
,per-protocol,JJ,O
,as-treated,JJ,O
,primary,JJ,O
,analysis,NN,O
,was,VBD,O
,designed,VBN,O
,to,TO,O
,determine,VB,O
,whether,IN,O
,rivaroxaban,NN,O
,was,VBD,O
,noninferior,JJ,O
,to,TO,O
,warfarin,VB,O
,for,IN,O
,the,DT,O
,primary,JJ,O
,end,NN,O
,point,NN,O
,of,IN,O
,stroke,NN,OTC
,or,CC,OTC
,systemic,JJ,OTC
,embolism,NN,OTC
,-EOS-,eos,O
Sentence: 2420,in,IN,O
,the,DT,O
,primary,JJ,O
,analysis,NN,O
,the,DT,OTC
,primary,JJ,OTC
,end,NN,OTC
,point,NN,OTC
,occurred,VBD,O
,in,IN,O
,188,CD,O
,patients,NNS,O
,in,IN,O
,the,DT,O
,rivaroxaban,JJ,O
,group,NN,O
,-LRB-,-LRB-,O
,1.7,CD,O
,per,IN,O
,year,NN,O
,-RRB-,-RRB-,O
,and,CC,O
,in,IN,O
,241,CD,O
,in,IN,O
,the,DT,O
,warfarin,JJ,O
,group,NN,O
,-LRB-,-LRB-,O
,2.2,CD,O
,per,IN,O
,year,NN,O
,-RRB-,-RRB-,O
,-LRB-,-LRB-,O
,SPECIAL_TERM,NNP,O
,in,IN,O
,the,DT,O
,rivaroxaban,JJ,O
,group,NN,O
,0.79,CD,O
,SPECIAL_TERM,NNP,O
,-LRB-,-LRB-,O
,CI,NNP,O
,-RRB-,-RRB-,O
,0.66,CD,O
,to,TO,O
,0.96,CD,O
,P,NNP,O
,less,JJR,O
,than,IN,O
,0.001,CD,O
,for,IN,O
,noninferiority,NN,O
,-RRB-,-RRB-,O
,-EOS-,eos,O
Sentence: 2421,in,IN,O
,the,DT,O
,intention-to-treat,JJ,O
,analysis,NN,O
,the,DT,OTC
,primary,JJ,OTC
,end,NN,OTC
,point,NN,OTC
,occurred,VBD,O
,in,IN,O
,269,JJ,O
,patients,NNS,O
,in,IN,O
,the,DT,O
,rivaroxaban,JJ,O
,group,NN,O
,-LRB-,-LRB-,O
,2.1,CD,O
,per,IN,O
,year,NN,O
,-RRB-,-RRB-,O
,and,CC,O
,in,IN,O
,306,JJ,O
,patients,NNS,O
,in,IN,O
,the,DT,O
,warfarin,JJ,O
,group,NN,O
,-LRB-,-LRB-,O
,2.4,CD,O
,per,IN,O
,year,NN,O
,-RRB-,-RRB-,O
,-LRB-,-LRB-,O
,SPECIAL_TERM,NNP,O
,0.88,CD,O
,SPECIAL_TERM,NNP,O
,0.74,CD,O
,to,TO,O
,1.03,CD,O
,P,NNP,O
,less,JJR,O
,than,IN,O
,0.001,CD,O
,for,IN,O
,noninferiority,NN,O
,P,NNP,O
,=,NNP,O
,0.12,CD,O
,for,IN,O
,superiority,NN,O
,-RRB-,-RRB-,O
,-EOS-,eos,O
Sentence: 2422,major,NNP,OTC
,and,CC,OTC
,nonmajor,JJ,OTC
,clinically,RB,OTC
,relevant,JJ,OTC
,bleeding,NN,OTC
,occurred,VBD,O
,in,IN,O
,1475,CD,O
,patients,NNS,O
,in,IN,O
,the,DT,O
,rivaroxaban,JJ,O
,group,NN,O
,-LRB-,-LRB-,O
,14.9,CD,O
,per,IN,O
,year,NN,O
,-RRB-,-RRB-,O
,and,CC,O
,in,IN,O
,1449,CD,O
,in,IN,O
,the,DT,O
,warfarin,JJ,O
,group,NN,O
,-LRB-,-LRB-,O
,14.5,CD,O
,per,IN,O
,year,NN,O
,-RRB-,-RRB-,O
,-LRB-,-LRB-,O
,SPECIAL_TERM,NNP,O
,1.03,NNP,O
,SPECIAL_TERM,NNP,O
,0.96,CD,O
,to,TO,O
,1.11,CD,O
,P,NNP,O
,=,SYM,O
,0.44,CD,O
,-RRB-,-RRB-,O
,with,IN,O
,significant,JJ,O
,reductions,NNS,O
,in,IN,O
,intracranial,JJ,OTC
,hemorrhage,NN,OTC
,-LRB-,-LRB-,O
,0.5,CD,O
,versus,IN,O
,0.7,CD,O
,P,NNP,O
,=,SYM,O
,0.02,CD,O
,-RRB-,-RRB-,O
,and,CC,O
,fatal,JJ,OTC
,bleeding,NN,OTC
,-LRB-,-LRB-,O
,0.2,CD,O
,versus,IN,O
,0.5,CD,O
,P,NNP,O
,=,SYM,O
,0.003,CD,O
,-RRB-,-RRB-,O
,in,IN,O
,the,DT,O
,rivaroxaban,NN,O
,group,NN,O
,-EOS-,eos,O
Sentence: 2423,in,IN,O
,patients,NNS,O
,with,IN,O
,atrial,JJ,O
,fibrillation,NN,O
,rivaroxaban,NN,O
,was,VBD,O
,noninferior,JJ,O
,to,TO,O
,warfarin,VB,O
,for,IN,O
,the,DT,O
,prevention,NN,O
,of,IN,O
,stroke,NN,OTC
,or,CC,O
,systemic,JJ,OTC
,embolism,NN,OTC
,-EOS-,eos,O
Sentence: 2424,there,EX,O
,was,VBD,O
,no,DT,O
,significant,JJ,O
,between-group,JJ,O
,difference,NN,O
,in,IN,O
,the,DT,O
,risk,NN,O
,of,IN,O
,major,JJ,OTC
,bleeding,NN,OTC
,although,IN,O
,intracranial,JJ,OTC
,and,CC,O
,fatal,JJ,OTC
,bleeding,NN,OTC
,occurred,VBD,O
,less,RBR,O
,frequently,RB,O
,in,IN,O
,the,DT,O
,rivaroxaban,NN,O
,group,NN,O
,-EOS-,eos,O
Sentence: 2425,-LRB-,-LRB-,O
,Funded,VBN,O
,by,IN,O
,Johnson,NNP,O
,&,CC,O
,Johnson,NNP,O
,and,CC,O
,Bayer,NNP,O
,ROCKET,NNP,O
,AF,NNP,O
,ClinicalTrials,VBZ,O
,-EOS-,eos,O
Sentence: 2426,gov,NN,O
,number,NN,O
,NCT00403767,NNP,O
,.,.,O
,-RRB-,-RRB-,O
,-EOS-,eos,O
Sentence: 2427,patients,NNS,O
,must,MD,O
,have,VB,O
,documented,VBN,O
,atrial,JJ,O
,fibrillation,NN,O
,on,IN,O
,2,CD,O
,separate,JJ,O
,occasions,NNS,O
,within,IN,O
,6,CD,O
,months,NNS,O
,before,IN,O
,screening,NN,O
Sentence: 2428,history,NN,O
,of,IN,O
,a,DT,O
,prior,JJ,O
,stroke,NN,O
,transient,JJ,O
,ischemic,JJ,O
,attack,NN,O
,or,CC,O
,non-neurologic,JJ,O
,systemic,JJ,O
,embolism,NN,O
,believed,VBD,O
,to,TO,O
,be,VB,O
,cardiac,JJ,O
,in,IN,O
,origin,NN,O
,or,CC,O
,greater,JJR,O
,than,IN,O
,2,CD,O
,of,IN,O
,the,DT,O
,following,JJ,O
,risk,NN,O
,factors,NNS,O
,heart,NN,O
,failure,NN,O
,hypertension,NN,O
,age,NN,O
,75,CD,O
,years,NNS,O
,or,CC,O
,greater,JJR,O
,diabetes,NN,O
,mellitus,NNS,O
Sentence: 2429,transient,JJ,O
,atrial,JJ,O
,fibrillation,NN,O
,caused,VBN,O
,by,IN,O
,a,DT,O
,reversible,JJ,O
,disorder,NN,O
Sentence: 2430,history,NN,O
,of,IN,O
,intracranial,JJ,O
,bleeding,NN,O
Sentence: 2431,type,NNP,O
,=,VBZ,O
,exact,JJ,O
,number,NN,O
,unit,NN,O
,=,SYM,O
,mg,NN,O
,number,NN,O
,=,SYM,O
,20,CD,O
,form,NN,O
,=,SYM,O
,tablet,NN,O
,route,NN,O
,=,SYM,O
,oral,JJ,O
,use,NN,O
,-EOS-,eos,O
Sentence: 2432,1,CD,O
,20,CD,O
,mg,NN,O
,tablet,NN,O
,once,RB,O
,daily,RB,O
,for,IN,O
,an,DT,O
,expected,VBN,O
,maximum,JJ,O
,treatment,NN,O
,period,NN,O
,of,IN,O
,up,IN,O
,to,TO,O
,32,CD,O
,months,NNS,O
,that,WDT,O
,may,MD,O
,extend,VB,O
,up,RP,O
,to,TO,O
,4,CD,O
,years,NNS,O
,-LRB-,-LRB-,O
,Patients,NNS,O
,with,IN,O
,moderate,JJ,O
,renal,JJ,O
,impairment,NN,O
,at,IN,O
,screening,NN,O
,willl,NN,O
,have,VBP,O
,a,DT,O
,dose,NN,O
,adaptation,NN,O
,to,TO,O
,rivaroxaban,NN,O
,15,CD,O
,mg,NN,O
,orally,RB,O
,once,RB,O
,daily,RB,O
,for,IN,O
,an,DT,O
,expected,VBN,O
,maximum,JJ,O
,treatment,NN,O
,period,NN,O
,of,IN,O
,up,IN,O
,to,TO,O
,32,CD,O
,months,NNS,O
,that,WDT,O
,may,MD,O
,extend,VB,O
,up,RP,O
,to,TO,O
,4,CD,O
,years,NNS,O
,-RRB-,-RRB-,O
Sentence: 2433,type,NNP,O
,=,SYM,O
,exact,JJ,O
,number,NN,O
,unit,NN,O
,=,SYM,O
,mg,NN,O
,number,NN,O
,=,NNP,O
,1,CD,O
,2.5,CD,O
,or,CC,O
,5,CD,O
,mg,NN,O
,form,NN,O
,=,SYM,O
,tablet,NN,O
,route,NN,O
,=,SYM,O
,oral,JJ,O
,use,NN,O
,-EOS-,eos,O
Sentence: 2434,number,NNP,O
,of,IN,O
,warfarin,NN,O
,tablets,NNS,O
,to,TO,O
,be,VB,O
,determined,VBN,O
,based,VBN,O
,on,IN,O
,target,NN,O
,INR,NN,O
,values,VBZ,O
,once,RB,O
,daily,JJ,O
,for,IN,O
,an,DT,O
,expected,VBN,O
,maximum,JJ,O
,treatment,NN,O
,period,NN,O
,of,IN,O
,up,IN,O
,to,TO,O
,32,CD,O
,months,NNS,O
,that,WDT,O
,may,MD,O
,extend,VB,O
,up,RP,O
,to,TO,O
,4,CD,O
,years,NNS,O
Sentence: 2435,matching,VBG,O
,placebo,NN,O
,for,IN,O
,Rivaroxaban,JJ,O
,arm,NN,O
,-LRB-,-LRB-,O
,Warfarin,NNP,O
,placebo,NNP,O
,-RRB-,-RRB-,O
Sentence: 2436,form,NN,O
,=,SYM,O
,tablet,NN,O
,route,NN,O
,=,SYM,O
,oral,JJ,O
,-EOS-,eos,O
Sentence: 2437,1,CD,O
,warfarin,NN,O
,placebo,NN,O
,tablet,NN,O
,taken,VBN,O
,orally,RB,O
,once,RB,O
,daily,JJ,O
,for,IN,O
,up,RB,O
,to,TO,O
,an,DT,O
,expected,VBN,O
,maximum,JJ,O
,treatment,NN,O
,period,NN,O
,of,IN,O
,32,CD,O
,months,NNS,O
,that,WDT,O
,may,MD,O
,extend,VB,O
,up,RP,O
,to,TO,O
,4,CD,O
,years,NNS,O
Sentence: 2438,matching,VBG,O
,placebo,NN,O
,for,IN,O
,Warfarin,JJ,O
,arm,NN,O
,-LRB-,-LRB-,O
,Rivaroxaban,NNP,O
,placebo,NNP,O
,-RRB-,-RRB-,O
Sentence: 2439,form-tablet,NNP,O
,Route,NNP,O
,=,SYM,O
,oral,JJ,O
,administration,NN,O
,-EOS-,eos,O
Sentence: 2440,number,NNP,O
,of,IN,O
,rivaroxaban,NN,O
,placebo,NN,O
,determined,VBN,O
,by,IN,O
,the,DT,O
,number,NN,O
,of,IN,O
,warfarin,NN,O
,tablets,NNS,O
,taken,VBN,O
,-EOS-,eos,O
Sentence: 2441,duration,NNP,O
,of,IN,O
,treatment,NN,O
,is,VBZ,O
,up,RB,O
,to,TO,O
,an,DT,O
,expected,VBN,O
,maximum,JJ,O
,treatment,NN,O
,period,NN,O
,of,IN,O
,32,CD,O
,months,NNS,O
,that,WDT,O
,may,MD,O
,extend,VB,O
,up,RP,O
,to,TO,O
,4,CD,O
,years,NNS,O
Sentence: 2442,the,DT,O
,Composite,NNP,O
,Event,NNP,O
,of,IN,O
,Stroke/Non-CNS,NNP,O
,Systemic,NNP,O
,Embolism,NNP,O
,Primary,NNP,O
,Efficacy,NNP,O
,-LRB-,-LRB-,O
,Non-Inferiority,NNP,O
,-RRB-,-RRB-,O
Sentence: 2443,the,DT,O
,number,NN,O
,of,IN,O
,patients,NNS,O
,with,IN,O
,the,DT,O
,first,JJ,O
,occurrence,NN,O
,of,IN,O
,a,DT,O
,stroke,NN,O
,or,CC,O
,non-CNS,JJ,O
,systemic,JJ,O
,embolism,NN,O
,while,NN,O
,on,IN,O
,treatment,NN,O
,-LRB-,-LRB-,O
,defined,VBN,O
,as,IN,O
,the,DT,O
,time,NN,O
,interval,NN,O
,from,IN,O
,the,DT,O
,first,JJ,O
,dose,NN,O
,to,TO,O
,the,DT,O
,last,JJ,O
,dose,NN,O
,of,IN,O
,study,NN,O
,drug,NN,O
,plus,CC,O
,2,CD,O
,days,NNS,O
,-RRB-,-RRB-,O
,-EOS-,eos,O
Sentence: 2444,the,DT,O
,statistical,JJ,O
,analysis,NN,O
,is,VBZ,O
,based,VBN,O
,on,IN,O
,time,NN,O
,from,IN,O
,randomization,NN,O
,to,TO,O
,the,DT,O
,first,JJ,O
,occurrence,NN,O
,of,IN,O
,the,DT,O
,event,NN,O
,while,NN,O
,on,IN,O
,treatment,NN,O
,-EOS-,eos,O
Sentence: 2445,up,IN,O
,to,TO,O
,4,CD,O
,years,NNS,O
Sentence: 2446,the,DT,O
,Composite,NNP,O
,of,IN,O
,Event,NN,O
,of,IN,O
,Stroke/Non-CNS,NNP,O
,Systemic,NNP,O
,Embolism,NNP,O
,Primary,NNP,O
,Efficacy,NNP,O
,-LRB-,-LRB-,O
,Superiority,NNP,O
,-RRB-,-RRB-,O
Sentence: 2447,the,DT,O
,number,NN,O
,of,IN,O
,patients,NNS,O
,with,IN,O
,the,DT,O
,first,JJ,O
,occurrence,NN,O
,of,IN,O
,a,DT,O
,stroke,NN,O
,or,CC,O
,non-CNS,JJ,O
,systemic,JJ,O
,embolism,NN,O
,while,NN,O
,on,IN,O
,treatment,NN,O
,-LRB-,-LRB-,O
,defined,VBN,O
,as,IN,O
,the,DT,O
,time,NN,O
,interval,NN,O
,from,IN,O
,the,DT,O
,first,JJ,O
,dose,NN,O
,to,TO,O
,the,DT,O
,last,JJ,O
,dose,NN,O
,of,IN,O
,study,NN,O
,drug,NN,O
,plus,CC,O
,2,CD,O
,days,NNS,O
,-RRB-,-RRB-,O
,-EOS-,eos,O
Sentence: 2448,the,DT,O
,statistical,JJ,O
,analysis,NN,O
,is,VBZ,O
,based,VBN,O
,on,IN,O
,time,NN,O
,from,IN,O
,randomization,NN,O
,to,TO,O
,the,DT,O
,first,JJ,O
,occurrence,NN,O
,of,IN,O
,the,DT,O
,event,NN,O
,while,NN,O
,on,IN,O
,treatment,NN,O
,-EOS-,eos,O
Sentence: 2449,up,IN,O
,to,TO,O
,4,CD,O
,years,NNS,O
Sentence: 2450,the,DT,O
,Composite,NNP,O
,Event,NNP,O
,of,IN,O
,Major/Non-major,NNP,O
,Clinically,NNP,O
,Relevant,NNP,O
,Bleeding,NNP,O
,Events,NNS,O
,Primary,NNP,O
,Safety,NNP,O
Sentence: 2451,the,DT,O
,number,NN,O
,of,IN,O
,patients,NNS,O
,with,IN,O
,the,DT,O
,first,JJ,O
,occurrence,NN,O
,of,IN,O
,a,DT,O
,major,JJ,O
,or,CC,O
,non-major,JJ,O
,clinically,RB,O
,relevant,JJ,O
,bleeding,NN,O
,event,NN,O
,while,NN,O
,on,IN,O
,treatment,NN,O
,-EOS-,eos,O
Sentence: 2452,the,DT,O
,statistical,JJ,O
,analysis,NN,O
,is,VBZ,O
,based,VBN,O
,on,IN,O
,time,NN,O
,from,IN,O
,the,DT,O
,first,JJ,O
,dose,NN,O
,of,IN,O
,study,NN,O
,drug,NN,O
,to,TO,O
,the,DT,O
,first,JJ,O
,occurrence,NN,O
,of,IN,O
,the,DT,O
,event,NN,O
,while,NN,O
,on,IN,O
,treatment,NN,O
,-EOS-,eos,O
Sentence: 2453,up,IN,O
,to,TO,O
,4,CD,O
,years,NNS,O
Sentence: 2454,the,DT,O
,Composite,NNP,O
,Event,NNP,O
,of,IN,O
,Stroke/Non-CNS,NNP,O
,Systemic,NNP,O
,Embolism/Vascular,NNP,O
,Death,NNP,O
Sentence: 2455,the,DT,O
,number,NN,O
,of,IN,O
,patients,NNS,O
,with,IN,O
,the,DT,O
,first,JJ,O
,occurrence,NN,O
,of,IN,O
,a,DT,O
,stroke,NN,O
,non-CNS,JJ,O
,systemic,JJ,O
,embolism,NN,O
,or,CC,O
,vascular,NN,O
,death,NN,O
,while,NN,O
,on,IN,O
,treatment,NN,O
,-EOS-,eos,O
Sentence: 2456,the,DT,O
,statistical,JJ,O
,analysis,NN,O
,is,VBZ,O
,based,VBN,O
,on,IN,O
,time,NN,O
,from,IN,O
,randomization,NN,O
,to,TO,O
,the,DT,O
,first,JJ,O
,occurrence,NN,O
,of,IN,O
,the,DT,O
,event,NN,O
,while,NN,O
,on,IN,O
,treatment,NN,O
,-EOS-,eos,O
Sentence: 2457,up,IN,O
,to,TO,O
,4,CD,O
,years,NNS,O
Sentence: 2458,the,DT,O
,Composite,NNP,O
,Event,NNP,O
,of,IN,O
,Stroke/Non-CNS,NNP,O
,Systemic,NNP,O
,Embolism/Myocardial,NNP,O
,Infarction/Vascular,NNP,O
,Death,NNP,O
Sentence: 2459,the,DT,O
,number,NN,O
,of,IN,O
,patients,NNS,O
,with,IN,O
,the,DT,O
,first,JJ,O
,occurrence,NN,O
,of,IN,O
,a,DT,O
,stroke,NN,O
,non-CNS,JJ,O
,systemic,JJ,O
,embolism,NN,O
,myocardial,JJ,O
,infarction,NN,O
,or,CC,O
,vascular,NN,O
,death,NN,O
,while,NN,O
,on,IN,O
,treatment,NN,O
,-EOS-,eos,O
Sentence: 2460,the,DT,O
,statistical,JJ,O
,analysis,NN,O
,is,VBZ,O
,based,VBN,O
,on,IN,O
,time,NN,O
,from,IN,O
,randomization,NN,O
,to,TO,O
,the,DT,O
,first,JJ,O
,occurrence,NN,O
,of,IN,O
,the,DT,O
,event,NN,O
,while,NN,O
,on,IN,O
,treatment,NN,O
,-EOS-,eos,O
